id,Multitasking (Montasker -- Multitasker),Breadth (Specialist -- Generalist),Collaboration (Solo Creator -- Collaborator),Confidence (Self-Critical -- Self-Assured),Focus (Distractible -- Focused),Inspriation Source (Inward -- Outward),Creative Reasoning (Rational -- Intuitive),Motivation (Internal -- External),Movement (NonKinetic -- Kinetic),Organization (Controlled Chaos -- Organized),Pace (Slow -- Fast),Perfectionism (Pragmastist -- Perfectionist),Risk (Risk Averse -- Risk Loving),Stategy (Make It Happen -- Let It Happen),Tactic (Tenacious -- Reframer),Workspace (Private -- Public),Noise (Silence -- Noise/Music),Nature (Urban -- Nature),Ritual (Novetly Seeker -- Creature of Habit),Constraints (Stifle By -- Stimulated By),Creative Biorhythm,Gender,Age,Discipline
5719bdd1f88a524f3ec0a49f,,,,,,,,,,,,,,,,,,,,,,,,
5719be27832767933d0f6ae3,1,5,5,4,3,3,5,3,5,3,5,4,4,4,3,3,2,4,1,3,Pre Dawn ,,,
5719c5daf88a524f3ec0a4ab,2,4,4,3,2,1,3,2,5,4,3,4,4,2,5,1,3,4,2,4, Evening | Afternoon ,Male,53,Art|Business|Film/Television|Music|Spirituality|
5719f5ab832767933d0f6b01,3,4,4,4,5,5,3,2,1,2,4,1,5,4,5,1,1,1,4,5,Pre Dawn | Morning ,,,
571a0a5c832767933d0f6b10,1,4,4,2,5,4,4,4,4,4,4,1,4,4,5,4,4,3,1,1, After Midnight,Male,27,NGO/Non-Profit|Music|Healthcare|Engineering
571a2748832767933d0f6b23,4,4,3,2,3,4,2,4,5,4,5,5,3,3,3,2,2,4,2,5, Afternoon | Morning ,,,
571a9cac832767933d0f6b33,1,5,3,2,5,3,4,3,5,5,4,4,4,5,4,1,2,5,5,4, Evening | After Midnight| Afternoon ,,,
571ab30bf88a524f3ec0a4ec,4,4,3,1,2,4,3,2,4,2,4,2,2,5,3,2,2,5,1,1, Morning | Afternoon ,,,
571abd30f88a524f3ec0a4fb,4,3,2,3,4,1,4,1,4,4,4,4,5,3,5,2,5,5,1,2, After Midnight| Evening | Afternoon | Morning ,,,
571b9bb2f88a524f3ec0a509,1,5,5,4,1,1,1,5,5,5,5,1,2,5,5,1,4,5,5,1,Pre Dawn | Morning | Evening ,Male,28,Business|Entrepreneurship|Exploration|Food|Healthcare|Music|Sports
571c59a4f88a524f3ec0a51f,,,,,,,,,,,,,,,,,,,,,,,,
571ca1f2f88a524f3ec0a522,1,3,3,3,3,3,3,1,4,3,3,2,4,5,3,1,2,4,3,3, Evening ,,,
571e442ff88a524f3ec0a530,5,5,1,1,3,3,1,5,1,4,4,5,5,1,1,4,2,1,1,4, After Midnight,Male,2,
571e8e85f88a524f3ec0a541,3,5,4,1,4,3,2,2,3,4,4,2,5,3,2,1,2,3,3,3, Afternoon | Evening ,Female,23,Art|Acting|Activism|CulinaryArts|Dance|Design|Editing|Film/Television|Food|GraphicDesign|Music|Photography|Producer|Research|Singer|SpokenWord|Technology|Theater|VisualArt|Writing
571ec0c5832767933d0f6b96,3,4,4,4,5,5,5,5,4,2,3,3,3,2,2,1,2,3,2,3, Evening | After Midnight,Male,24,Art|Design|GraphicDesign|Photography
571ece06832767933d0f6ba5,2,1,4,3,4,4,1,2,5,5,2,4,4,4,2,1,2,4,1,1, After Midnight|Pre Dawn ,,,
571fb6f6832767933d0f6bb5,1,5,3,1,4,5,1,5,1,4,1,5,1,3,4,5,1,4,5,1, Evening ,,,
57205959832767933d0f6bc3,2,4,4,3,2,5,4,1,3,2,4,5,5,2,3,4,3,2,2,2, Morning ,Male,60,SocialEnterprise
572165f3832767933d0f6bd6,3,5,3,2,2,4,4,4,5,2,3,3,4,3,5,4,2,5,1,2, Morning |Pre Dawn ,Female,46,Business|Design|DataVisualization|Entrepreneurship|Exploration|Invention|NGO/Non-Profit|OpenSource|Research|Science|Technology
5721a209f88a524f3ec0a595,1,3,2,3,4,1,2,4,2,4,2,1,2,2,4,1,1,3,4,3, Morning | Afternoon ,Male,45,Design
5721d6b9832767933d0f6bf6,2,3,2,3,4,1,4,2,5,5,2,5,4,2,3,4,2,5,4,3,Pre Dawn | Morning | Afternoon ,,,
572287bff88a524f3ec0a5b2,5,5,2,3,5,2,4,3,4,4,4,5,2,3,4,1,1,4,5,2, Morning |Pre Dawn ,,,
57252ef7832767933d0f6c13,3,2,2,2,,,,,,,,,,,,,,,,,,,,
555c39729c60584c4fa20aa9,,,,,,,,,,,,,,,,,,,,,,,,
572677fbf88a524f3ec0a5c4,5,5,4,5,5,5,1,3,5,5,3,4,2,3,5,3,5,4,4,2, Morning ,,,
572679e4832767933d0f6c23,3,4,3,4,1,1,5,1,5,1,5,1,5,4,5,1,1,5,1,1, Morning | Evening | Afternoon ,,,
57275ce7f88a524f3ec0a5df,1,5,1,1,2,3,4,1,1,1,4,2,5,3,4,1,1,4,2,1, Afternoon | Evening ,Male,15,VisualArt
57276907f88a524f3ec0a5f1,3,5,4,1,4,4,2,4,5,4,2,1,2,4,4,4,3,4,2,5, Morning | Evening ,Female,26,Writing
57277071f88a524f3ec0a605,3,5,3,3,4,5,3,4,3,4,2,5,4,3,2,2,4,1,2,3, Morning ,,,
57277379832767933d0f6c69,3,3,5,2,2,5,5,4,1,4,3,3,3,2,2,2,3,2,4,1, Morning ,Female,44,Design|GraphicDesign
57277342832767933d0f6c64,3,5,1,3,4,5,2,2,3,5,3,1,3,3,5,1,3,4,4,4, Morning | After Midnight| Afternoon ,Male,32,Producer|Sports|GraphicDesign|Design
57276b55832767933d0f6c52,3,2,2,2,4,4,4,4,4,5,1,1,2,2,2,2,5,4,3,1, Evening ,Male,40,Art|VisualArt
57277892832767933d0f6c87,3,5,2,4,5,5,1,1,1,5,2,1,2,3,3,3,2,1,5,4, Afternoon | Evening ,Female,30,Art|Design|GraphicDesign|VisualArt
57277b89832767933d0f6ca4,5,5,3,3,4,3,5,3,4,3,3,3,2,3,2,2,2,4,3,2, Evening |Pre Dawn ,,,
57285f39832767933d0f6cb2,,,,,,,,,,,,,,,,,,,,,,,,
57285f6c832767933d0f6cb5,,,,,,,,,,,,,,,,,,,,,,,,
57285faef88a524f3ec0a659,5,4,5,4,4,3,4,4,5,4,5,4,4,4,4,4,3,5,4,2, Evening | After Midnight,Male,43,Journalism|Film/Television
57298f39f88a524f3ec0a668,2,2,1,1,4,4,2,3,2,4,2,3,2,2,3,2,2,2,4,4, Evening ,Male,34,
572a0781832767933d0f6cd5,3,4,5,3,4,4,4,1,5,4,2,5,4,2,3,2,1,5,2,5, Evening | After Midnight,Male,35,Art|Architecture|DataScience|Design|Entrepreneurship|Fashion|GraphicDesign|Journalism|Literature|Music|Neuroscience|Photography|Robotics|SocialEnterprise|Spirituality|Sports|VisualArt|Writing
572a0e11f88a524f3ec0a686,2,5,2,1,4,3,2,3,5,3,4,5,3,1,4,1,2,4,1,2, Evening ,Male,46,Sports
572a2cb4f88a524f3ec0a697,4,5,3,2,2,3,2,5,4,5,4,3,2,4,4,2,2,4,1,2, Evening | Afternoon ,Female,26,Agriculture|NGO/Non-Profit
572a4cad832767933d0f6d02,4,4,4,5,4,2,5,2,4,3,4,4,4,3,4,4,4,4,1,2, Evening | Morning ,,,
572a83a2832767933d0f6d12,3,4,1,1,4,4,3,4,2,2,2,4,2,2,2,3,3,4,2,2, After Midnight| Afternoon ,Female,25,Art|HumanBiology|Neuroscience|Photography|Research|Science|VisualArt|Programming
572aa0a7832767933d0f6d22,2,3,1,1,2,3,5,4,1,2,2,1,2,3,4,1,2,5,2,4, Evening | Afternoon | After Midnight,Female,22,Activism|Biology|Botany|Conservation|Art|CulinaryArts|Ecology|Education|Environment|NGO/Non-Profit|Science
572afdfff88a524f3ec0a6d2,5,3,3,2,1,2,4,2,4,2,4,3,4,5,2,4,4,4,2,4, Morning ,Male,58,Science|Research|SmartMaterials|Technology|Medicine
572b2c5a832767933d0f6d42,1,2,2,5,5,1,3,3,4,4,5,4,3,3,3,1,1,4,5,3, Morning ,,,
572b40fb832767933d0f6d51,1,4,2,1,4,3,2,4,3,4,4,2,5,2,1,1,2,2,4,3, After Midnight| Evening ,,,
572b8113832767933d0f6d61,2,4,4,1,4,4,1,2,5,4,1,2,2,2,3,2,3,4,4,4, Evening | After Midnight| Afternoon ,,,
572bbd98832767933d0f6d71,3,5,2,5,4,5,2,1,3,4,2,4,4,4,5,1,2,4,2,3, Evening ,,,
572bc2f0f88a524f3ec0a717,5,5,3,5,1,5,5,3,2,1,5,1,5,5,5,5,5,1,1,3, Morning ,,,
572bd87f832767933d0f6d89,4,4,5,2,4,5,2,3,4,4,3,4,4,4,4,2,3,4,1,3, Evening | After Midnight| Morning ,Male,25,Design|GraphicDesign|SoftwareEngineering|Technology
572bdfaf832767933d0f6d9d,1,5,1,2,2,3,2,4,4,3,3,5,4,2,3,3,3,3,2,1, Evening | After Midnight| Morning ,Female,23,Biology|DataScience|DataVisualization|Exploration|Healthcare|HumanBiology|Neuroscience|Research|Technology
572bf192f88a524f3ec0a74a,2,3,2,3,3,5,2,4,2,5,3,3,2,3,3,1,3,2,4,3, Evening ,,,
572bf4c6f88a524f3ec0a757,2,5,4,3,3,5,4,1,5,4,5,5,5,4,5,4,2,5,1,3,Pre Dawn | Morning ,,,
572bf704f88a524f3ec0a766,3,3,2,5,3,3,3,1,5,5,4,4,4,3,5,1,2,3,3,5, Afternoon ,,,
572bf99af88a524f3ec0a778,3,5,4,4,2,4,5,5,4,4,5,5,3,4,4,5,4,4,1,2, Morning | Afternoon ,Female,53,Business|Conservation|Directing|Education|Healthcare|Medicine|Music|Spirituality|Theater|VisualArt
572bff90f88a524f3ec0a78d,1,5,2,4,4,5,4,4,4,4,5,5,2,3,2,1,1,1,3,4, Afternoon |Pre Dawn ,Female,57,"Education|Entrepreneurship|Author|SpokenWord|Writing|Acting|educating, psychology"
572c0825f88a524f3ec0a79e,2,4,3,2,5,5,1,5,2,4,4,4,3,2,3,3,3,2,4,2, Afternoon ,Female,25,Writing
572c130a832767933d0f6e02,3,5,5,3,5,3,4,1,5,5,5,4,4,2,3,1,2,5,1,2, Evening | Morning ,Female,,Art|Design|Entrepreneurship
572c2cfa832767933d0f6e12,1,4,2,3,4,5,5,4,4,3,5,3,4,1,2,1,4,1,5,5, Evening | After Midnight,,,
572c5feef88a524f3ec0a7cb,3,3,1,3,2,4,4,5,5,4,1,1,4,4,2,2,2,2,4,5, Afternoon | Evening ,Male,39,Business|Design|Engineering|Entrepreneurship
572c6fa5f88a524f3ec0a7dc,4,4,5,4,5,5,1,1,4,5,4,5,2,3,3,1,1,5,4,1, Morning | Evening ,,,
572ca4c1832767933d0f6e3d,2,5,3,3,4,3,5,1,5,3,4,2,4,5,5,3,3,5,1,5,Pre Dawn | Morning ,Male,33,Author|Entrepreneurship|Journalism|Literature|Maker|Photography|Research|Spirituality|Sports|Technology|Writing|Martial Arts and Yoga|Invention
572ca880832767933d0f6e4f,3,5,3,2,4,4,4,4,2,1,2,2,3,4,4,2,2,3,4,3, Morning ,,,
572cc7c6832767933d0f6e5e,3,5,3,1,4,4,2,5,4,2,4,4,2,3,2,4,4,4,2,4, After Midnight| Evening ,Female,30,Activism|Business|Directing|Entrepreneurship|Producer|
572ecb12832767933d0f6e8b,5,3,3,2,5,4,3,3,5,5,2,1,1,3,4,1,1,5,2,1, Evening ,Female,43,Music|Producer
57300879832767933d0f6e9d,1,4,3,3,4,4,2,4,4,4,2,4,4,3,4,2,2,4,3,2, Morning ,,,
573017de832767933d0f6eae,3,5,,1,,,,,,,,,,,,,,,,,,,,
5730185a832767933d0f6eb3,2,1,2,2,5,3,1,5,3,5,1,3,2,,,,,,,,,,,
57303895f88a524f3ec0a858,5,5,2,5,5,1,1,1,2,3,5,4,5,1,1,1,5,1,1,5, Afternoon ,Male,47,Engineering
57303e56832767933d0f6ec9,1,3,3,5,5,5,2,1,,,,,,,,,,,,,,,,
5730ea78f88a524f3ec0a86c,4,3,2,1,4,1,5,3,5,4,4,3,4,4,4,2,1,5,3,1, Morning ,Female,50,
5731b4a3832767933d0f6ee0,2,3,1,2,1,3,5,1,3,4,2,1,4,4,4,1,4,4,1,2, Morning | Afternoon | Evening ,Female,13,
5731ea1b832767933d0f6ef2,1,5,5,1,4,5,2,5,5,2,2,4,2,5,4,4,3,2,5,2,Pre Dawn | Morning ,,,
5731e959f88a524f3ec0a88c,3,4,2,3,2,3,4,1,4,3,5,1,3,4,3,2,2,4,2,2, Morning ,Male,48,Art|Architecture|Activism|Design|Education|Entrepreneurship|Literature|Music|Politics|Research|SmartMaterials|Sports|Technology|Writing
573202b7f88a524f3ec0a8af,2,3,5,4,3,5,2,5,5,5,4,3,3,3,5,3,2,5,3,4, Morning ,,,
5731f2f9f88a524f3ec0a8a9,2,4,3,3,4,5,2,2,5,5,3,3,1,3,2,2,3,3,4,3, Morning | Evening | After Midnight,Female,25,Business|Conservation|Design|Fashion|Food|Producer|Spirituality
57320945832767933d0f6f2a,3,3,4,4,4,5,2,1,4,4,5,4,4,4,4,2,2,3,5,5, Evening ,Male,54,Art|Composer|Literature|Maker|Music|Producer|Theater|Writing
573229a9832767933d0f6f3c,3,4,3,2,2,4,2,4,4,4,3,4,3,3,2,4,4,4,2,2, Afternoon | Evening | Morning ,Female,35,Art|Business|Design|Editing|Entrepreneurship|Environment|Fashion
57323120f88a524f3ec0a8ea,3,5,5,2,4,1,4,5,5,5,4,5,5,5,2,1,3,5,1,5, Morning |Pre Dawn | Evening ,,,
5732a328832767933d0f6f5a,5,5,3,3,5,1,1,4,5,5,3,5,1,2,1,1,3,5,4,2, Morning ,Male,45,Sports
57333556832767933d0f6f6c,4,4,1,1,2,2,1,5,3,5,4,5,4,3,2,4,3,4,1,2, Evening | After Midnight,,,
5733441f832767933d0f6f7d,3,3,4,1,2,5,3,5,4,1,2,3,3,4,4,4,5,3,2,3, Afternoon ,Female,32,
5733e70ef88a524f3ec0a933,4,4,2,2,3,2,4,3,5,4,4,4,3,3,2,2,3,4,2,3, Afternoon | Evening ,,,
5733ec66832767933d0f6fa7,4,5,3,1,5,4,2,4,3,5,5,4,1,1,2,1,2,5,5,3, Evening | Afternoon ,,,
573588ca832767933d0f6fb6,5,4,5,5,1,5,5,5,1,3,4,4,2,4,5,5,4,2,1,5, After Midnight| Afternoon ,,,Business|Entrepreneurship
57358aa8832767933d0f6fc7,4,4,5,1,3,5,1,1,5,4,4,3,1,2,5,5,4,4,1,2, After Midnight| Evening | Afternoon | Morning |Pre Dawn ,Female,25,Architecture|Fashion|Music|VisualArt|SustainableDesign|Art
573624c3832767933d0f6fd7,3,5,1,2,1,5,5,3,4,5,4,1,1,5,2,1,5,4,1,5, Morning | Afternoon |Pre Dawn ,,,
57375f2e832767933d0f6fe7,4,3,4,3,3,4,2,4,5,4,4,3,4,4,2,1,1,4,2,4,Pre Dawn | Morning ,,,
5737c7d1f88a524f3ec0a98a,5,4,2,5,1,4,4,5,4,1,5,3,4,4,5,3,5,2,1,1, Afternoon | Evening | After Midnight,Male,21,Business|Education|Film/Television|Research
5737f3c9f88a524f3ec0a99d,3,3,2,4,4,4,4,4,5,2,3,2,4,3,3,2,2,4,2,4,Pre Dawn ,Male,71,Spirituality
5738985b832767933d0f7014,1,1,1,1,5,1,1,5,1,5,5,5,1,1,5,1,1,1,1,5, Afternoon | Evening | After Midnight,Female,67,Music
5739bb04832767933d0f7027,3,5,5,4,3,4,2,4,5,4,5,4,3,1,5,4,2,2,4,1, Morning ,Male,50,Entrepreneurship|Sports|Neuroscience|Business
573a13af832767933d0f7037,2,5,4,3,3,4,2,4,4,5,5,5,4,1,4,3,3,3,1,4, Morning |Pre Dawn | Evening ,Male,38,Architecture|Design|Engineering|Entrepreneurship|Environment|GraphicDesign|Maker|Sports
573b9cad832767933d0f704b,5,5,5,2,3,4,4,4,4,3,2,2,5,2,4,2,4,4,2,5, Afternoon | Evening ,,,
573be201f88a524f3ec0a9ec,1,3,4,1,3,3,5,1,2,5,4,5,4,5,5,1,3,2,3,2, Morning ,Female,34,Art|Design|Directing|Editing|Exploration|Film/Television|Food|GraphicDesign|Photography|Producer|Research|VisualArt|Writing
564266382ae782c65be1325a,,,,,,,,,,,,,,,,,,,,,,,,
573c347ff88a524f3ec0a9fe,5,5,4,3,5,3,4,3,5,4,4,5,4,,,,,3,1,3, Evening | Morning ,Female,31,Art|Acting|Activism|Architecture|Author|Conservation|Dance|Design|Directing|DJ|Editing|Fashion|Film/Television|GraphicDesign|Invention|Journalism|Literature|Music|Photography|Producer|Sculpture|SmartMaterials|SocialEnterprise|SpokenWord|Technology|Theater|VisualArt|Writing
573cec03f88a524f3ec0aa0d,4,5,5,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4, Morning | Afternoon ,,,
573eacdef88a524f3ec0aa1c,,,,,,,,,,,,,,,,,,,,,,,,
573eb408f88a524f3ec0aa1f,4,5,3,4,2,3,2,4,5,5,5,3,3,1,2,2,3,3,1,5,Pre Dawn | Morning | Evening | After Midnight,Male,31,Film/Television|Music|Producer|Singer|Writing|VisualArt|DJ|Directing|Composer|Author|Activism|Art|Fashion|GraphicDesign|Photography|QuantamPhysics|Sports|Technology|Tourism|Design
57409e6ff88a524f3ec0aa3e,5,4,3,5,4,2,5,3,5,5,2,5,2,3,2,2,3,3,2,4,Pre Dawn | Morning | Evening ,,,Art|Acting|Activism|Author|Education|Fashion|HumanRights|Music|Producer|Science|Singer|SpokenWord|Theater|Writing
5741c140f88a524f3ec0aa5b,3,2,1,3,5,5,1,5,5,5,2,2,1,1,3,1,1,4,5,1, Morning ,,,
574325adf88a524f3ec0aa77,1,,,,,4,,,,,,,,,,,,,,,,,,
5743a508f88a524f3ec0aa7c,2,2,1,5,2,2,4,3,2,4,5,1,5,5,5,1,4,5,1,2, Morning | Afternoon ,Female,30,Entrepreneurship|Environment|Sustainability|Writing|Invention|Food|Architecture
5743bea2f88a524f3ec0aa9c,2,5,2,2,5,5,5,1,5,3,3,3,3,2,2,3,2,5,2,3, Morning | Evening | After Midnight,Female,19,Art|DataVisualization|Education|Editing|Food|Music|Sports
5743d6adf88a524f3ec0aabb,3,4,2,1,3,3,2,1,4,4,2,2,2,1,1,1,2,5,2,3, Evening | After Midnight,Female,29,"Art|Design|Advertising, Illustration"
5743d7e2f88a524f3ec0aada,3,3,4,4,5,3,5,,,,,,,,,,,,,,,,,
5743d803f88a524f3ec0aae2,1,1,5,1,4,3,1,4,5,4,3,5,1,2,,,,,,,,,,
5743d8c3f88a524f3ec0aaf5,2,2,2,1,5,5,3,4,5,1,2,3,3,3,3,3,3,5,2,1, Morning ,Female,23,Writing|NGO/Non-Profit|Film/Television|Editing|Directing
5743e832f88a524f3ec0ab21,3,2,1,1,4,4,4,2,,,,,,,,,,,,,,,,
5743f62af88a524f3ec0ab2c,3,2,2,2,4,4,1,4,3,5,4,3,3,2,2,3,3,5,3,4, Morning | Evening | Afternoon ,,,
5743fb2ef88a524f3ec0ab4b,1,5,3,3,5,5,5,5,5,5,2,2,3,3,5,2,1,2,5,4, Morning | After Midnight| Evening ,Male,29,Art|Animation|Design|Editing|VisualArt
5743d95ef88a524f3ec0aafd,3,4,2,2,4,3,4,3,5,2,1,3,4,4,4,1,3,4,4,4, After Midnight| Evening ,,,
5744066af88a524f3ec0ab7b,2,3,3,2,2,4,3,4,3,4,3,2,4,2,1,3,,,,,,,,
57446062f88a524f3ec0ab8e,3,3,3,2,3,3,4,3,4,4,4,4,3,4,4,2,3,3,2,2, Morning | Afternoon ,Female,40,Activism|Education|Maker
57446503f88a524f3ec0abaf,3,5,3,2,5,4,4,2,3,2,5,4,3,4,4,2,2,4,3,4, After Midnight| Morning | Evening ,Male,54,Art|Acting|Activism|Author|Design|Editing|Film/Television|GraphicDesign|HumanRights|Journalism|Maker|Music|Physics|Research|Writing|History (historical anomalies)
5744a368f88a524f3ec0abce,2,4,5,1,3,4,2,3,3,4,2,3,2,5,5,4,2,4,3,1, Morning ,Female,21,Business|CulinaryArts|Education|Entrepreneurship|Food|Healthcare|Literature|NGO/Non-Profit|Research
5744b9aaf88a524f3ec0abec,5,5,5,3,3,3,3,3,5,4,3,5,1,3,3,1,3,1,5,3, Evening | After Midnight,,,
5744f34ef88a524f3ec0ac08,2,4,3,2,3,4,4,2,5,2,4,5,5,4,2,2,3,4,3,1, Evening | After Midnight| Morning ,Male,34,
57450274f88a524f3ec0ac26,2,4,2,2,3,2,3,3,2,3,3,3,2,4,2,1,3,4,4,3,Pre Dawn ,Male,22,Film/Television|Editing|Directing
57451ec1f88a524f3ec0ac48,5,5,5,2,3,3,,,,,,,,,,,,,,,,,,
54b98c91e65be075650dec8a,5,5,4,5,2,5,3,3,5,3,5,1,3,4,4,2,4,2,2,1, Evening | Afternoon | After Midnight,Male,45,Dance|Invention|Science|Entrepreneurship|Maker|Robotics|Technology|Hacking
5746d5e3f88a524f3ec0ac8f,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, After Midnight| Evening | Afternoon | Morning |Pre Dawn ,,,
5746d5dff88a524f3ec0ac8c,3,2,4,1,3,2,5,4,2,1,1,2,4,4,3,1,1,4,4,3, Afternoon | Morning ,Male,30,Research
5746d933f88a524f3ec0acc9,4,5,4,1,2,4,3,3,3,3,3,5,4,2,3,2,1,3,3,3, Afternoon ,Female,33,Art|DataScience|DataVisualization|Design|Food|GraphicDesign|Invention|Research|Science|VisualArt|Writing
57474d64f88a524f3ec0ace9,,,,,,,,,,,,,,,,,,,,,,,,
57477315f88a524f3ec0acec,1,5,3,1,4,3,5,2,4,5,2,4,4,3,2,1,2,5,3,4, After Midnight|Pre Dawn | Evening ,Female,24,Art|Animation|Design|GraphicDesign|VisualArt
56f51881832767933d0f64bc,3,4,3,2,3,3,4,2,4,2,3,1,4,4,4,3,4,4,2,3, Evening | After Midnight|Pre Dawn | Afternoon ,,,
574874faf88a524f3ec0ad2a,4,5,5,3,3,3,2,3,5,4,4,5,4,2,4,3,3,4,1,4, Morning ,,,Activism|Author|Composer|Dance|Design|Directing|Education
5748bbaff88a524f3ec0ad60,,,,,,,,,,,,,,,,,,,,,,,,
5748bc37f88a524f3ec0ad72,4,3,5,2,2,5,,,,,,,,,,,,,,,,,,
5748bc22f88a524f3ec0ad6d,4,5,4,4,3,4,3,3,4,3,4,4,4,3,4,2,2,4,2,2, Morning ,,,
5748bff4f88a524f3ec0ad93,3,2,3,2,3,3,3,3,4,4,4,4,2,3,4,,,,,,,,,
5748bbb7f88a524f3ec0ad63,3,3,2,2,4,5,2,4,4,5,3,3,2,2,3,1,2,1,4,4, Afternoon | Evening ,,,
5749edcdf88a524f3ec0adb6,3,3,4,2,2,4,3,5,4,5,3,2,2,2,4,2,3,5,5,2, Evening | Morning ,Male,35,Business|Sports|Technology
5749f155f88a524f3ec0add7,4,4,2,1,3,5,1,1,4,5,5,5,4,3,4,5,3,5,1,3, Evening ,Female,35,
574a058af88a524f3ec0adf5,5,5,1,3,4,2,3,3,2,3,3,3,3,3,3,1,1,5,5,3, Morning | Afternoon | Evening ,Male,,
574bdb1cf88a524f3ec0ae12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, Morning | Afternoon | Evening | After Midnight|Pre Dawn ,Male,12,Agriculture
574d80cef88a524f3ec0ae36,3,4,3,3,4,4,4,4,4,2,2,4,2,2,4,2,4,1,1,4, Morning |Pre Dawn ,Male,52,Business|Design|Education|Engineering|Entrepreneurship|GraphicDesign|OpenSource|Neuroscience|Robotics|Sustainability|SustainableDesign|Technology|Architecture|Bioengineering|ComputationalBiology|DataScience|DataVisualization|Maker
574db7abf88a524f3ec0ae59,1,5,3,1,5,2,2,2,5,5,1,2,2,1,3,1,1,5,2,4, Morning | Evening ,,,
574e1ce5f88a524f3ec0ae75,4,3,4,4,3,4,3,4,5,2,4,2,3,2,4,4,4,4,2,4, Morning ,Female,,
5746861af88a524f3ec0ac51,3,5,4,2,4,4,4,2,4,2,1,2,4,4,4,2,2,4,2,3, Evening | After Midnight,Male,39,Photography|Producer
574f2f0af88a524f3ec0aeb0,4,5,4,3,4,2,5,1,4,4,5,5,5,4,4,2,1,5,2,1, Evening | After Midnight,Female,51,Art|Activism|Author|Dance|HumanRights|Healthcare|NGO/Non-Profit|Neuroscience|Research|Spirituality|Writing
53daaa58e8ba66d159b66f73,5,5,4,4,3,4,4,4,5,2,4,2,5,4,4,4,4,5,1,2,Pre Dawn | After Midnight| Evening ,Male,30,Art|Author|Business|Directing|Film/Television|Journalism|Invention|Producer|Sports|Music|Writing
574f3454f88a524f3ec0aed3,3,5,4,1,4,5,2,3,5,5,2,5,2,2,2,1,1,5,4,3, Morning | Evening | After Midnight,Female,28,Music
574f48e5f88a524f3ec0af1b,1,5,5,3,3,2,2,3,5,5,4,4,4,2,3,2,2,5,3,1, Morning |Pre Dawn ,,,
570ede0cf88a524f3ec0a22e,4,4,3,1,4,5,2,4,3,5,1,3,2,2,4,5,4,3,2,2, Evening | Morning | After Midnight,Female,28,Art|Acting|Activism|Dance|Fashion|Music|Politics|Singer
574f686af88a524f3ec0af4f,5,5,3,1,4,5,1,5,5,5,5,5,5,3,5,1,1,5,5,5, Morning ,Male,30,
574f7c96f88a524f3ec0af70,5,5,5,3,2,3,2,3,5,4,4,4,4,2,3,3,3,4,2,4, Morning | Evening ,Female,,Activism|Author|Composer|Dance|Design|Education|Entrepreneurship|PolicyWork|Producer|Research|Sports
574fdebaf88a524f3ec0af8e,1,5,5,5,3,1,1,1,5,5,3,5,5,2,1,1,1,5,1,5, Morning |Pre Dawn | After Midnight,Male,40,Writing|HumanRights|Education|Entrepreneurship|Design|Business
5750471bf88a524f3ec0afad,2,3,4,1,2,2,1,3,5,4,2,5,1,2,4,1,1,5,5,4,Pre Dawn | After Midnight,Female,26,Editing|Food|Journalism|Writing|Business
57505219f88a524f3ec0afd0,3,4,4,4,3,5,3,4,5,5,4,5,3,4,4,1,2,4,4,4, Afternoon ,Male,42,Art
57506b49f88a524f3ec0aff0,5,4,1,2,3,3,3,1,5,2,1,3,2,4,2,2,1,5,2,3,Pre Dawn | Morning ,Male,48,Art|Architecture|Author|DataScience|DataVisualization|Design|Engineering|Entrepreneurship|Food|Invention|Technology
5750861ff88a524f3ec0b02a,2,5,4,4,2,2,4,3,5,4,4,3,3,4,4,4,4,5,3,4, Morning ,,,
57507ad9f88a524f3ec0b012,4,5,4,1,4,1,5,2,3,4,5,4,5,4,2,1,4,4,2,4, Evening | Afternoon | After Midnight,Male,26,Entrepreneurship|Editing|Directing|Animation|GraphicDesign|Photography|Producer
57508af4f88a524f3ec0b051,4,1,5,1,2,2,4,2,4,2,4,4,4,4,2,2,4,5,1,3, Evening | Afternoon ,Male,23,Film/Television
57508baaf88a524f3ec0b06a,2,3,2,2,5,4,5,2,5,2,1,2,1,1,5,1,1,5,5,3, Morning ,Female,37,Biology|ComputationalBiology|Ecology|Science|Research
575097a7f88a524f3ec0b093,2,1,2,3,3,3,2,3,1,4,4,4,3,3,3,3,3,3,3,4, Morning | Evening ,Female,39,Writing
57509b6cf88a524f3ec0b0b2,2,3,3,3,5,4,4,3,5,5,4,3,2,4,4,1,2,5,5,3, Afternoon ,Male,31,Producer
5750a94bf88a524f3ec0b0d4,4,4,5,2,3,4,4,2,4,4,3,3,4,2,4,3,2,5,2,4, Morning |Pre Dawn ,,,
5750bc34f88a524f3ec0b0f0,3,5,4,3,4,5,4,2,4,5,3,3,3,3,3,1,2,4,3,3, After Midnight| Morning | Evening ,Male,22,Art|Activism|Design|Directing|Entrepreneurship|Film/Television|Fashion|GraphicDesign|Sports
